"day","month","year","site","habitat","common_name","scientific_name","count"
22,5,2003,"D","pool","Fathead Minnow","Pimephales promelas",0
22,5,2003,"D","pool","Green Sunfish","Lepomis cyanellus",0
22,5,2003,"D","pool","Johnny Darter","Etheostoma nigrum",0
22,5,2003,"D","pool","Longear Sunfish","Lepomis megalotis",0
22,5,2003,"D","pool","Orangespotted Sunfish","Lepomis humilis",0
22,5,2003,"D","pool","Orangethroated Darter","Etheostoma spectabile",0
22,5,2003,"D","pool","Red Shiner","Cyprinella lutrensis",0
22,5,2003,"D","pool","Ringed Crayfish","Orconectes neglectus",0
22,5,2003,"D","pool","Sand Shiner","Notropis stramineus",0
22,5,2003,"D","pool","Slender Madtom","Noturus exilis",0
22,5,2003,"D","pool","Southern Redbelly Dace","Phoxinus erythrogaster",22
22,5,2003,"D","pool","Suckermouth Minnows","Phenocobius mirabilis",0
22,5,2003,"D","pool","Water Nymph Crayfish","Orconectes nais",0
22,5,2003,"D","pool","Western Mosquitofish","Gambusia affinis",0
22,5,2003,"D","pool","White Sucker","Catostomus commersoni",0
11,8,2003,"C","pool","Bluegill","Lepomis macrochirus",0
11,8,2003,"C","pool","Bluntnose Minnow","Pimephales notatus",0
11,8,2003,"C","pool","Carmine Shiner","Notropis percobromus",0
11,8,2003,"C","pool","Central Stoneroller","Campostoma anamolum",9
11,8,2003,"C","pool","Common Shiner","Luxilus cornutus",0
11,8,2003,"C","pool","Creek Chub","Semotilis atromaculatus",0
11,8,2003,"C","pool","Fathead Minnow","Pimephales promelas",0
11,8,2003,"C","pool","Green Sunfish","Lepomis cyanellus",0
11,8,2003,"C","pool","Johnny Darter","Etheostoma nigrum",0
11,8,2003,"C","pool","Longear Sunfish","Lepomis megalotis",0
11,8,2003,"C","pool","Orangespotted Sunfish","Lepomis humilis",0
11,8,2003,"C","pool","Orangethroated Darter","Etheostoma spectabile",3
11,8,2003,"C","pool","Red Shiner","Cyprinella lutrensis",0
11,8,2003,"C","pool","Ringed Crayfish","Orconectes neglectus",0
11,8,2003,"C","pool","Sand Shiner","Notropis stramineus",0
11,8,2003,"C","pool","Slender Madtom","Noturus exilis",0
11,8,2003,"C","pool","Southern Redbelly Dace","Phoxinus erythrogaster",63
11,8,2003,"C","pool","Suckermouth Minnows","Phenocobius mirabilis",0
11,8,2003,"C","pool","Water Nymph Crayfish","Orconectes nais",0
11,8,2003,"C","pool","Western Mosquitofish","Gambusia affinis",0
11,8,2003,"C","pool","White Sucker","Catostomus commersoni",0
12,8,2003,"A","pool","Bluegill","Lepomis macrochirus",0
12,8,2003,"A","pool","Bluntnose Minnow","Pimephales notatus",0
12,8,2003,"A","pool","Carmine Shiner","Notropis percobromus",0
12,8,2003,"A","pool","Central Stoneroller","Campostoma anamolum",21
12,8,2003,"A","pool","Common Shiner","Luxilus cornutus",0
12,8,2003,"A","pool","Creek Chub","Semotilis atromaculatus",8
12,8,2003,"A","pool","Fathead Minnow","Pimephales promelas",0
12,8,2003,"A","pool","Green Sunfish","Lepomis cyanellus",0
12,8,2003,"A","pool","Johnny Darter","Etheostoma nigrum",0
12,8,2003,"A","pool","Longear Sunfish","Lepomis megalotis",0
12,8,2003,"A","pool","Orangespotted Sunfish","Lepomis humilis",2
12,8,2003,"A","pool","Orangethroated Darter","Etheostoma spectabile",9
12,8,2003,"A","pool","Red Shiner","Cyprinella lutrensis",0
12,8,2003,"A","pool","Ringed Crayfish","Orconectes neglectus",0
12,8,2003,"A","pool","Sand Shiner","Notropis stramineus",0
12,8,2003,"A","pool","Slender Madtom","Noturus exilis",1
12,8,2003,"A","pool","Southern Redbelly Dace","Phoxinus erythrogaster",59
12,8,2003,"A","pool","Suckermouth Minnows","Phenocobius mirabilis",0
12,8,2003,"A","pool","Water Nymph Crayfish","Orconectes nais",0
12,8,2003,"A","pool","Western Mosquitofish","Gambusia affinis",0
12,8,2003,"A","pool","White Sucker","Catostomus commersoni",1
12,8,2003,"A","riffle","Bluegill","Lepomis macrochirus",0
12,8,2003,"A","riffle","Bluntnose Minnow","Pimephales notatus",0
12,8,2003,"A","riffle","Carmine Shiner","Notropis percobromus",0
12,8,2003,"A","riffle","Central Stoneroller","Campostoma anamolum",41
12,8,2003,"A","riffle","Common Shiner","Luxilus cornutus",0
12,8,2003,"A","riffle","Creek Chub","Semotilis atromaculatus",0
12,8,2003,"A","riffle","Fathead Minnow","Pimephales promelas",0
12,8,2003,"A","riffle","Green Sunfish","Lepomis cyanellus",0
12,8,2003,"A","riffle","Johnny Darter","Etheostoma nigrum",0
12,8,2003,"A","riffle","Longear Sunfish","Lepomis megalotis",0
12,8,2003,"A","riffle","Orangespotted Sunfish","Lepomis humilis",0
12,8,2003,"A","riffle","Orangethroated Darter","Etheostoma spectabile",6
12,8,2003,"A","riffle","Red Shiner","Cyprinella lutrensis",2
12,8,2003,"A","riffle","Ringed Crayfish","Orconectes neglectus",0
12,8,2003,"A","riffle","Sand Shiner","Notropis stramineus",0
12,8,2003,"A","riffle","Slender Madtom","Noturus exilis",0
12,8,2003,"A","riffle","Southern Redbelly Dace","Phoxinus erythrogaster",35
12,8,2003,"A","riffle","Suckermouth Minnows","Phenocobius mirabilis",0
12,8,2003,"A","riffle","Water Nymph Crayfish","Orconectes nais",0
12,8,2003,"A","riffle","Western Mosquitofish","Gambusia affinis",0
12,8,2003,"A","riffle","White Sucker","Catostomus commersoni",0
13,8,2003,"D","pool","Bluegill","Lepomis macrochirus",0
13,8,2003,"D","pool","Bluntnose Minnow","Pimephales notatus",0
13,8,2003,"D","pool","Carmine Shiner","Notropis percobromus",0
13,8,2003,"D","pool","Central Stoneroller","Campostoma anamolum",34
13,8,2003,"D","pool","Common Shiner","Luxilus cornutus",0
13,8,2003,"D","pool","Creek Chub","Semotilis atromaculatus",0
13,8,2003,"D","pool","Fathead Minnow","Pimephales promelas",0
13,8,2003,"D","pool","Green Sunfish","Lepomis cyanellus",0
13,8,2003,"D","pool","Johnny Darter","Etheostoma nigrum",0
13,8,2003,"D","pool","Longear Sunfish","Lepomis megalotis",0
13,8,2003,"D","pool","Orangespotted Sunfish","Lepomis humilis",0
13,8,2003,"D","pool","Orangethroated Darter","Etheostoma spectabile",0
13,8,2003,"D","pool","Red Shiner","Cyprinella lutrensis",0
13,8,2003,"D","pool","Ringed Crayfish","Orconectes neglectus",0
13,8,2003,"D","pool","Sand Shiner","Notropis stramineus",0
13,8,2003,"D","pool","Slender Madtom","Noturus exilis",0
13,8,2003,"D","pool","Southern Redbelly Dace","Phoxinus erythrogaster",0
13,8,2003,"D","pool","Suckermouth Minnows","Phenocobius mirabilis",0
13,8,2003,"D","pool","Water Nymph Crayfish","Orconectes nais",0
13,8,2003,"D","pool","Western Mosquitofish","Gambusia affinis",0
13,8,2003,"D","pool","White Sucker","Catostomus commersoni",0
2,11,2003,"C","pool","Bluegill","Lepomis macrochirus",0
2,11,2003,"C","pool","Bluntnose Minnow","Pimephales notatus",0
2,11,2003,"C","pool","Carmine Shiner","Notropis percobromus",0
2,11,2003,"C","pool","Central Stoneroller","Campostoma anamolum",16
2,11,2003,"C","pool","Common Shiner","Luxilus cornutus",0
2,11,2003,"C","pool","Creek Chub","Semotilis atromaculatus",0
2,11,2003,"C","pool","Fathead Minnow","Pimephales promelas",0
2,11,2003,"C","pool","Green Sunfish","Lepomis cyanellus",0
2,11,2003,"C","pool","Johnny Darter","Etheostoma nigrum",0
2,11,2003,"C","pool","Longear Sunfish","Lepomis megalotis",0
2,11,2003,"C","pool","Orangespotted Sunfish","Lepomis humilis",0
2,11,2003,"C","pool","Orangethroated Darter","Etheostoma spectabile",5
2,11,2003,"C","pool","Red Shiner","Cyprinella lutrensis",0
2,11,2003,"C","pool","Ringed Crayfish","Orconectes neglectus",0
2,11,2003,"C","pool","Sand Shiner","Notropis stramineus",0
2,11,2003,"C","pool","Slender Madtom","Noturus exilis",0
2,11,2003,"C","pool","Southern Redbelly Dace","Phoxinus erythrogaster",74
2,11,2003,"C","pool","Suckermouth Minnows","Phenocobius mirabilis",0
2,11,2003,"C","pool","Water Nymph Crayfish","Orconectes nais",0
2,11,2003,"C","pool","Western Mosquitofish","Gambusia affinis",0
2,11,2003,"C","pool","White Sucker","Catostomus commersoni",0
2,11,2003,"D","pool","Bluegill","Lepomis macrochirus",0
2,11,2003,"D","pool","Bluntnose Minnow","Pimephales notatus",0
2,11,2003,"D","pool","Carmine Shiner","Notropis percobromus",0
2,11,2003,"D","pool","Central Stoneroller","Campostoma anamolum",2
2,11,2003,"D","pool","Common Shiner","Luxilus cornutus",0
2,11,2003,"D","pool","Creek Chub","Semotilis atromaculatus",0
2,11,2003,"D","pool","Fathead Minnow","Pimephales promelas",0
2,11,2003,"D","pool","Green Sunfish","Lepomis cyanellus",0
2,11,2003,"D","pool","Johnny Darter","Etheostoma nigrum",0
2,11,2003,"D","pool","Longear Sunfish","Lepomis megalotis",0
2,11,2003,"D","pool","Orangespotted Sunfish","Lepomis humilis",0
2,11,2003,"D","pool","Orangethroated Darter","Etheostoma spectabile",0
2,11,2003,"D","pool","Red Shiner","Cyprinella lutrensis",0
2,11,2003,"D","pool","Ringed Crayfish","Orconectes neglectus",0
2,11,2003,"D","pool","Sand Shiner","Notropis stramineus",0
2,11,2003,"D","pool","Slender Madtom","Noturus exilis",0
2,11,2003,"D","pool","Southern Redbelly Dace","Phoxinus erythrogaster",0
2,11,2003,"D","pool","Suckermouth Minnows","Phenocobius mirabilis",0
2,11,2003,"D","pool","Water Nymph Crayfish","Orconectes nais",0
2,11,2003,"D","pool","Western Mosquitofish","Gambusia affinis",0
2,11,2003,"D","pool","White Sucker","Catostomus commersoni",0
19,11,2003,"A","pool","Bluegill","Lepomis macrochirus",0
19,11,2003,"A","pool","Bluntnose Minnow","Pimephales notatus",1
19,11,2003,"A","pool","Carmine Shiner","Notropis percobromus",0
19,11,2003,"A","pool","Central Stoneroller","Campostoma anamolum",7
19,11,2003,"A","pool","Common Shiner","Luxilus cornutus",0
19,11,2003,"A","pool","Creek Chub","Semotilis atromaculatus",6
19,11,2003,"A","pool","Fathead Minnow","Pimephales promelas",0
19,11,2003,"A","pool","Green Sunfish","Lepomis cyanellus",0
19,11,2003,"A","pool","Johnny Darter","Etheostoma nigrum",4
19,11,2003,"A","pool","Longear Sunfish","Lepomis megalotis",0
19,11,2003,"A","pool","Orangespotted Sunfish","Lepomis humilis",0
19,11,2003,"A","pool","Orangethroated Darter","Etheostoma spectabile",11
19,11,2003,"A","pool","Red Shiner","Cyprinella lutrensis",0
19,11,2003,"A","pool","Ringed Crayfish","Orconectes neglectus",0
19,11,2003,"A","pool","Sand Shiner","Notropis stramineus",0
19,11,2003,"A","pool","Slender Madtom","Noturus exilis",1
19,11,2003,"A","pool","Southern Redbelly Dace","Phoxinus erythrogaster",60
19,11,2003,"A","pool","Suckermouth Minnows","Phenocobius mirabilis",0
19,11,2003,"A","pool","Water Nymph Crayfish","Orconectes nais",0
19,11,2003,"A","pool","Western Mosquitofish","Gambusia affinis",0
19,11,2003,"A","pool","White Sucker","Catostomus commersoni",3
19,11,2003,"A","riffle","Bluegill","Lepomis macrochirus",0
19,11,2003,"A","riffle","Bluntnose Minnow","Pimephales notatus",0
19,11,2003,"A","riffle","Carmine Shiner","Notropis percobromus",0
19,11,2003,"A","riffle","Central Stoneroller","Campostoma anamolum",0
19,11,2003,"A","riffle","Common Shiner","Luxilus cornutus",0
19,11,2003,"A","riffle","Creek Chub","Semotilis atromaculatus",0
19,11,2003,"A","riffle","Fathead Minnow","Pimephales promelas",0
19,11,2003,"A","riffle","Green Sunfish","Lepomis cyanellus",0
19,11,2003,"A","riffle","Johnny Darter","Etheostoma nigrum",0
19,11,2003,"A","riffle","Longear Sunfish","Lepomis megalotis",0
19,11,2003,"A","riffle","Orangespotted Sunfish","Lepomis humilis",0
19,11,2003,"A","riffle","Orangethroated Darter","Etheostoma spectabile",16
19,11,2003,"A","riffle","Red Shiner","Cyprinella lutrensis",0
19,11,2003,"A","riffle","Ringed Crayfish","Orconectes neglectus",0
19,11,2003,"A","riffle","Sand Shiner","Notropis stramineus",0
19,11,2003,"A","riffle","Slender Madtom","Noturus exilis",0
19,11,2003,"A","riffle","Southern Redbelly Dace","Phoxinus erythrogaster",1
19,11,2003,"A","riffle","Suckermouth Minnows","Phenocobius mirabilis",0
19,11,2003,"A","riffle","Water Nymph Crayfish","Orconectes nais",0
19,11,2003,"A","riffle","Western Mosquitofish","Gambusia affinis",0
19,11,2003,"A","riffle","White Sucker","Catostomus commersoni",0
22,3,2004,"A","pool","Bluegill","Lepomis macrochirus",0
22,3,2004,"A","pool","Bluntnose Minnow","Pimephales notatus",1
22,3,2004,"A","pool","Carmine Shiner","Notropis percobromus",0
22,3,2004,"A","pool","Central Stoneroller","Campostoma anamolum",33
22,3,2004,"A","pool","Common Shiner","Luxilus cornutus",0
22,3,2004,"A","pool","Creek Chub","Semotilis atromaculatus",9
22,3,2004,"A","pool","Fathead Minnow","Pimephales promelas",0
22,3,2004,"A","pool","Green Sunfish","Lepomis cyanellus",0
22,3,2004,"A","pool","Johnny Darter","Etheostoma nigrum",7
22,3,2004,"A","pool","Longear Sunfish","Lepomis megalotis",0
22,3,2004,"A","pool","Orangespotted Sunfish","Lepomis humilis",0
22,3,2004,"A","pool","Orangethroated Darter","Etheostoma spectabile",5
22,3,2004,"A","pool","Red Shiner","Cyprinella lutrensis",4
22,3,2004,"A","pool","Ringed Crayfish","Orconectes neglectus",0
22,3,2004,"A","pool","Sand Shiner","Notropis stramineus",0
22,3,2004,"A","pool","Slender Madtom","Noturus exilis",0
22,3,2004,"A","pool","Southern Redbelly Dace","Phoxinus erythrogaster",75
22,3,2004,"A","pool","Suckermouth Minnows","Phenocobius mirabilis",0
22,3,2004,"A","pool","Water Nymph Crayfish","Orconectes nais",0
22,3,2004,"A","pool","Western Mosquitofish","Gambusia affinis",0
22,3,2004,"A","pool","White Sucker","Catostomus commersoni",4
22,3,2004,"A","riffle","Bluegill","Lepomis macrochirus",0
22,3,2004,"A","riffle","Bluntnose Minnow","Pimephales notatus",0
22,3,2004,"A","riffle","Carmine Shiner","Notropis percobromus",0
22,3,2004,"A","riffle","Central Stoneroller","Campostoma anamolum",12
22,3,2004,"A","riffle","Common Shiner","Luxilus cornutus",0
22,3,2004,"A","riffle","Creek Chub","Semotilis atromaculatus",0
22,3,2004,"A","riffle","Fathead Minnow","Pimephales promelas",0
22,3,2004,"A","riffle","Green Sunfish","Lepomis cyanellus",0
22,3,2004,"A","riffle","Johnny Darter","Etheostoma nigrum",0
22,3,2004,"A","riffle","Longear Sunfish","Lepomis megalotis",0
22,3,2004,"A","riffle","Orangespotted Sunfish","Lepomis humilis",0
22,3,2004,"A","riffle","Orangethroated Darter","Etheostoma spectabile",13
22,3,2004,"A","riffle","Red Shiner","Cyprinella lutrensis",0
22,3,2004,"A","riffle","Ringed Crayfish","Orconectes neglectus",0
22,3,2004,"A","riffle","Sand Shiner","Notropis stramineus",0
22,3,2004,"A","riffle","Slender Madtom","Noturus exilis",0
22,3,2004,"A","riffle","Southern Redbelly Dace","Phoxinus erythrogaster",1
22,3,2004,"A","riffle","Suckermouth Minnows","Phenocobius mirabilis",0
22,3,2004,"A","riffle","Water Nymph Crayfish","Orconectes nais",0
22,3,2004,"A","riffle","Western Mosquitofish","Gambusia affinis",0
22,3,2004,"A","riffle","White Sucker","Catostomus commersoni",0
22,3,2004,"C","pool","Bluegill","Lepomis macrochirus",0
22,3,2004,"C","pool","Bluntnose Minnow","Pimephales notatus",0
22,3,2004,"C","pool","Carmine Shiner","Notropis percobromus",0
22,3,2004,"C","pool","Central Stoneroller","Campostoma anamolum",2
22,3,2004,"C","pool","Common Shiner","Luxilus cornutus",0
22,3,2004,"C","pool","Creek Chub","Semotilis atromaculatus",0
22,3,2004,"C","pool","Fathead Minnow","Pimephales promelas",0
22,3,2004,"C","pool","Green Sunfish","Lepomis cyanellus",0
22,3,2004,"C","pool","Johnny Darter","Etheostoma nigrum",0
22,3,2004,"C","pool","Longear Sunfish","Lepomis megalotis",0
22,3,2004,"C","pool","Orangespotted Sunfish","Lepomis humilis",0
22,3,2004,"C","pool","Orangethroated Darter","Etheostoma spectabile",8
22,3,2004,"C","pool","Red Shiner","Cyprinella lutrensis",0
22,3,2004,"C","pool","Ringed Crayfish","Orconectes neglectus",0
22,3,2004,"C","pool","Sand Shiner","Notropis stramineus",0
22,3,2004,"C","pool","Slender Madtom","Noturus exilis",0
22,3,2004,"C","pool","Southern Redbelly Dace","Phoxinus erythrogaster",49
22,3,2004,"C","pool","Suckermouth Minnows","Phenocobius mirabilis",0
22,3,2004,"C","pool","Water Nymph Crayfish","Orconectes nais",0
22,3,2004,"C","pool","Western Mosquitofish","Gambusia affinis",0
22,3,2004,"C","pool","White Sucker","Catostomus commersoni",0
22,3,2004,"D","pool","Bluegill","Lepomis macrochirus",0
22,3,2004,"D","pool","Bluntnose Minnow","Pimephales notatus",0
22,3,2004,"D","pool","Carmine Shiner","Notropis percobromus",0
22,3,2004,"D","pool","Central Stoneroller","Campostoma anamolum",11
22,3,2004,"D","pool","Common Shiner","Luxilus cornutus",0
22,3,2004,"D","pool","Creek Chub","Semotilis atromaculatus",0
22,3,2004,"D","pool","Fathead Minnow","Pimephales promelas",0
22,3,2004,"D","pool","Green Sunfish","Lepomis cyanellus",0
22,3,2004,"D","pool","Johnny Darter","Etheostoma nigrum",0
22,3,2004,"D","pool","Longear Sunfish","Lepomis megalotis",0
22,3,2004,"D","pool","Orangespotted Sunfish","Lepomis humilis",0
22,3,2004,"D","pool","Orangethroated Darter","Etheostoma spectabile",0
22,3,2004,"D","pool","Red Shiner","Cyprinella lutrensis",0
22,3,2004,"D","pool","Ringed Crayfish","Orconectes neglectus",0
22,3,2004,"D","pool","Sand Shiner","Notropis stramineus",0
22,3,2004,"D","pool","Slender Madtom","Noturus exilis",0
22,3,2004,"D","pool","Southern Redbelly Dace","Phoxinus erythrogaster",0
22,3,2004,"D","pool","Suckermouth Minnows","Phenocobius mirabilis",0
22,3,2004,"D","pool","Water Nymph Crayfish","Orconectes nais",0
22,3,2004,"D","pool","Western Mosquitofish","Gambusia affinis",0
22,3,2004,"D","pool","White Sucker","Catostomus commersoni",0
2,6,2004,"A","pool","Bluegill","Lepomis macrochirus",0
2,6,2004,"A","pool","Bluntnose Minnow","Pimephales notatus",0
2,6,2004,"A","pool","Carmine Shiner","Notropis percobromus",0
2,6,2004,"A","pool","Central Stoneroller","Campostoma anamolum",44
2,6,2004,"A","pool","Common Shiner","Luxilus cornutus",0
2,6,2004,"A","pool","Creek Chub","Semotilis atromaculatus",5
2,6,2004,"A","pool","Fathead Minnow","Pimephales promelas",0
2,6,2004,"A","pool","Green Sunfish","Lepomis cyanellus",0
2,6,2004,"A","pool","Johnny Darter","Etheostoma nigrum",1
2,6,2004,"A","pool","Longear Sunfish","Lepomis megalotis",0
2,6,2004,"A","pool","Orangespotted Sunfish","Lepomis humilis",0
2,6,2004,"A","pool","Orangethroated Darter","Etheostoma spectabile",12
2,6,2004,"A","pool","Red Shiner","Cyprinella lutrensis",1
2,6,2004,"A","pool","Ringed Crayfish","Orconectes neglectus",0
2,6,2004,"A","pool","Sand Shiner","Notropis stramineus",0
2,6,2004,"A","pool","Slender Madtom","Noturus exilis",0
2,6,2004,"A","pool","Southern Redbelly Dace","Phoxinus erythrogaster",109
2,6,2004,"A","pool","Suckermouth Minnows","Phenocobius mirabilis",0
2,6,2004,"A","pool","Water Nymph Crayfish","Orconectes nais",0
2,6,2004,"A","pool","Western Mosquitofish","Gambusia affinis",0
2,6,2004,"A","pool","White Sucker","Catostomus commersoni",0
2,6,2004,"A","riffle","Bluegill","Lepomis macrochirus",0
2,6,2004,"A","riffle","Bluntnose Minnow","Pimephales notatus",0
2,6,2004,"A","riffle","Carmine Shiner","Notropis percobromus",0
2,6,2004,"A","riffle","Central Stoneroller","Campostoma anamolum",2
2,6,2004,"A","riffle","Common Shiner","Luxilus cornutus",0
2,6,2004,"A","riffle","Creek Chub","Semotilis atromaculatus",0
2,6,2004,"A","riffle","Fathead Minnow","Pimephales promelas",0
2,6,2004,"A","riffle","Green Sunfish","Lepomis cyanellus",0
2,6,2004,"A","riffle","Johnny Darter","Etheostoma nigrum",0
2,6,2004,"A","riffle","Longear Sunfish","Lepomis megalotis",0
2,6,2004,"A","riffle","Orangespotted Sunfish","Lepomis humilis",0
2,6,2004,"A","riffle","Orangethroated Darter","Etheostoma spectabile",2
2,6,2004,"A","riffle","Red Shiner","Cyprinella lutrensis",0
2,6,2004,"A","riffle","Ringed Crayfish","Orconectes neglectus",0
2,6,2004,"A","riffle","Sand Shiner","Notropis stramineus",0
2,6,2004,"A","riffle","Slender Madtom","Noturus exilis",0
2,6,2004,"A","riffle","Southern Redbelly Dace","Phoxinus erythrogaster",52
2,6,2004,"A","riffle","Suckermouth Minnows","Phenocobius mirabilis",0
2,6,2004,"A","riffle","Water Nymph Crayfish","Orconectes nais",0
2,6,2004,"A","riffle","Western Mosquitofish","Gambusia affinis",0
2,6,2004,"A","riffle","White Sucker","Catostomus commersoni",0
2,6,2004,"C","pool","Bluegill","Lepomis macrochirus",0
2,6,2004,"C","pool","Bluntnose Minnow","Pimephales notatus",0
2,6,2004,"C","pool","Carmine Shiner","Notropis percobromus",0
2,6,2004,"C","pool","Central Stoneroller","Campostoma anamolum",1
2,6,2004,"C","pool","Common Shiner","Luxilus cornutus",0
2,6,2004,"C","pool","Creek Chub","Semotilis atromaculatus",0
2,6,2004,"C","pool","Fathead Minnow","Pimephales promelas",0
2,6,2004,"C","pool","Green Sunfish","Lepomis cyanellus",0
2,6,2004,"C","pool","Johnny Darter","Etheostoma nigrum",0
2,6,2004,"C","pool","Longear Sunfish","Lepomis megalotis",0
2,6,2004,"C","pool","Orangespotted Sunfish","Lepomis humilis",0
2,6,2004,"C","pool","Orangethroated Darter","Etheostoma spectabile",4
2,6,2004,"C","pool","Red Shiner","Cyprinella lutrensis",0
2,6,2004,"C","pool","Ringed Crayfish","Orconectes neglectus",0
2,6,2004,"C","pool","Sand Shiner","Notropis stramineus",0
2,6,2004,"C","pool","Slender Madtom","Noturus exilis",0
2,6,2004,"C","pool","Southern Redbelly Dace","Phoxinus erythrogaster",56
2,6,2004,"C","pool","Suckermouth Minnows","Phenocobius mirabilis",0
2,6,2004,"C","pool","Water Nymph Crayfish","Orconectes nais",0
2,6,2004,"C","pool","Western Mosquitofish","Gambusia affinis",0
2,6,2004,"C","pool","White Sucker","Catostomus commersoni",0
2,6,2004,"D","pool","Bluegill","Lepomis macrochirus",0
2,6,2004,"D","pool","Bluntnose Minnow","Pimephales notatus",0
2,6,2004,"D","pool","Carmine Shiner","Notropis percobromus",0
2,6,2004,"D","pool","Central Stoneroller","Campostoma anamolum",34
2,6,2004,"D","pool","Common Shiner","Luxilus cornutus",0
2,6,2004,"D","pool","Creek Chub","Semotilis atromaculatus",0
2,6,2004,"D","pool","Fathead Minnow","Pimephales promelas",0
2,6,2004,"D","pool","Green Sunfish","Lepomis cyanellus",0
2,6,2004,"D","pool","Johnny Darter","Etheostoma nigrum",0
2,6,2004,"D","pool","Longear Sunfish","Lepomis megalotis",0
2,6,2004,"D","pool","Orangespotted Sunfish","Lepomis humilis",0
2,6,2004,"D","pool","Orangethroated Darter","Etheostoma spectabile",0
2,6,2004,"D","pool","Red Shiner","Cyprinella lutrensis",0
2,6,2004,"D","pool","Ringed Crayfish","Orconectes neglectus",0
2,6,2004,"D","pool","Sand Shiner","Notropis stramineus",0
2,6,2004,"D","pool","Slender Madtom","Noturus exilis",0
2,6,2004,"D","pool","Southern Redbelly Dace","Phoxinus erythrogaster",0
2,6,2004,"D","pool","Suckermouth Minnows","Phenocobius mirabilis",0
2,6,2004,"D","pool","Water Nymph Crayfish","Orconectes nais",0
2,6,2004,"D","pool","Western Mosquitofish","Gambusia affinis",0
2,6,2004,"D","pool","White Sucker","Catostomus commersoni",0
15,9,2004,"C","pool","Bluegill","Lepomis macrochirus",0
15,9,2004,"C","pool","Bluntnose Minnow","Pimephales notatus",0
15,9,2004,"C","pool","Carmine Shiner","Notropis percobromus",0
15,9,2004,"C","pool","Central Stoneroller","Campostoma anamolum",12
15,9,2004,"C","pool","Common Shiner","Luxilus cornutus",0
15,9,2004,"C","pool","Creek Chub","Semotilis atromaculatus",1
15,9,2004,"C","pool","Fathead Minnow","Pimephales promelas",0
15,9,2004,"C","pool","Green Sunfish","Lepomis cyanellus",0
15,9,2004,"C","pool","Johnny Darter","Etheostoma nigrum",0
15,9,2004,"C","pool","Longear Sunfish","Lepomis megalotis",0
15,9,2004,"C","pool","Orangespotted Sunfish","Lepomis humilis",0
15,9,2004,"C","pool","Orangethroated Darter","Etheostoma spectabile",7
15,9,2004,"C","pool","Red Shiner","Cyprinella lutrensis",0
15,9,2004,"C","pool","Ringed Crayfish","Orconectes neglectus",0
15,9,2004,"C","pool","Sand Shiner","Notropis stramineus",0
15,9,2004,"C","pool","Slender Madtom","Noturus exilis",0
15,9,2004,"C","pool","Southern Redbelly Dace","Phoxinus erythrogaster",23
15,9,2004,"C","pool","Suckermouth Minnows","Phenocobius mirabilis",0
15,9,2004,"C","pool","Water Nymph Crayfish","Orconectes nais",0
15,9,2004,"C","pool","Western Mosquitofish","Gambusia affinis",0
15,9,2004,"C","pool","White Sucker","Catostomus commersoni",0
15,9,2004,"D","pool","Bluegill","Lepomis macrochirus",0
15,9,2004,"D","pool","Bluntnose Minnow","Pimephales notatus",0
15,9,2004,"D","pool","Carmine Shiner","Notropis percobromus",0
15,9,2004,"D","pool","Central Stoneroller","Campostoma anamolum",38
15,9,2004,"D","pool","Common Shiner","Luxilus cornutus",0
15,9,2004,"D","pool","Creek Chub","Semotilis atromaculatus",0
15,9,2004,"D","pool","Fathead Minnow","Pimephales promelas",0
15,9,2004,"D","pool","Green Sunfish","Lepomis cyanellus",10
15,9,2004,"D","pool","Johnny Darter","Etheostoma nigrum",0
15,9,2004,"D","pool","Longear Sunfish","Lepomis megalotis",0
15,9,2004,"D","pool","Orangespotted Sunfish","Lepomis humilis",0
15,9,2004,"D","pool","Orangethroated Darter","Etheostoma spectabile",0
15,9,2004,"D","pool","Red Shiner","Cyprinella lutrensis",0
15,9,2004,"D","pool","Ringed Crayfish","Orconectes neglectus",0
15,9,2004,"D","pool","Sand Shiner","Notropis stramineus",0
15,9,2004,"D","pool","Slender Madtom","Noturus exilis",0
15,9,2004,"D","pool","Southern Redbelly Dace","Phoxinus erythrogaster",0
15,9,2004,"D","pool","Suckermouth Minnows","Phenocobius mirabilis",0
15,9,2004,"D","pool","Water Nymph Crayfish","Orconectes nais",0
15,9,2004,"D","pool","Western Mosquitofish","Gambusia affinis",0
15,9,2004,"D","pool","White Sucker","Catostomus commersoni",0
17,9,2004,"A","pool","Bluegill","Lepomis macrochirus",0
17,9,2004,"A","pool","Bluntnose Minnow","Pimephales notatus",1
17,9,2004,"A","pool","Carmine Shiner","Notropis percobromus",0
17,9,2004,"A","pool","Central Stoneroller","Campostoma anamolum",27
17,9,2004,"A","pool","Common Shiner","Luxilus cornutus",1
17,9,2004,"A","pool","Creek Chub","Semotilis atromaculatus",9
17,9,2004,"A","pool","Fathead Minnow","Pimephales promelas",0
17,9,2004,"A","pool","Green Sunfish","Lepomis cyanellus",0
17,9,2004,"A","pool","Johnny Darter","Etheostoma nigrum",0
17,9,2004,"A","pool","Longear Sunfish","Lepomis megalotis",0
17,9,2004,"A","pool","Orangespotted Sunfish","Lepomis humilis",0
17,9,2004,"A","pool","Orangethroated Darter","Etheostoma spectabile",7
17,9,2004,"A","pool","Red Shiner","Cyprinella lutrensis",0
